workerid,proliferate.condition,answerer gender,character_type,crit_trial_number,fill_trial_number,image1,image2,item,maximum,minimum,minute,name1,name2,questioner gender,stakes,time,trial_number,trial_time_minutes,trial_type,error
633,condition1,female,fill,NA,4,filler_girl1,filler_girl3,coffee_fill,4,-5,5,Shawn,Quinn,female,high,none,8,0.22218333333333337,fill,
749,condition1,male,hippie,1,NA,hippie_girl2,hippie_guy1,premiere_crit,0,-5,none,Quinn,Skyler,female,low,9:30,1,0.67535,crit,
749,condition1,male,fill,NA,1,filler_girl1,filler_guy1,phone_fill,20,-10,5,Jessie,Jordan,female,low,none,2,0.40595,fill,
749,condition1,male,fill,NA,2,filler_girl2,filler_guy4,coffee_fill,20,-20,20,Riley,Kendall,female,high,none,3,0.38038333333333335,fill,
749,condition1,male,fill,NA,3,filler_girl4,filler_guy3,restaurant_fill,17,-15,15,Dakota,Taylor,female,low,none,4,0.24028333333333332,fill,
749,condition1,female,nerd,2,NA,nerd_guy1,nerd_girl1,bank_crit,5,-4,none,Jamie,Devin,male,high,3:00,5,0.38121666666666665,crit,
749,condition1,male,fill,NA,4,filler_girl3,filler_guy2,store_fill,20,-10,10,Shawn,Sam,female,high,none,6,0.22346666666666667,fill,
749,condition1,female,hippie,3,NA,hippie_guy2,hippie_girl1,shopping_crit,0,-6,none,Morgan,Casey,male,high,8:00,7,0.401,crit,
749,condition1,male,nerd,4,NA,nerd_girl2,nerd_guy2,airport_crit,0,-6,none,Alex,Ash,female,low,1:30,8,0.32303333333333334,crit,
726,condition1,male,hippie,1,NA,hippie_girl1,hippie_guy2,airport_crit,2,-3,none,Ash,Taylor,female,low,8:00,1,0.67565,crit,
726,condition1,female,nerd,2,NA,nerd_guy1,nerd_girl1,premiere_crit,2,-2,none,Morgan,Jamie,male,low,9:30,2,0.3814166666666667,crit,
726,condition1,male,nerd,3,NA,nerd_girl2,nerd_guy2,shopping_crit,1,-2,none,Devin,Alex,female,high,1:30,3,0.4056166666666667,crit,
726,condition1,female,fill,NA,1,filler_girl2,filler_girl1,store_fill,9,-11,15,Shawn,Riley,female,high,none,4,0.3795166666666666,fill,
726,condition1,male,hippie,4,NA,hippie_girl2,hippie_guy1,bank_crit,1,-5,none,Jordan,Kendall,female,high,3:00,5,0.5448166666666666,crit,
726,condition1,male,fill,NA,2,filler_girl4,filler_guy1,restaurant_fill,5,-20,20,Sam,Dakota,female,low,none,6,0.19951666666666668,fill,
726,condition1,female,fill,NA,3,filler_guy2,filler_girl3,coffee_fill,20,-10,10,Jessie,Quinn,male,high,none,7,0.3712,fill,
726,condition1,male,fill,NA,4,filler_guy3,filler_guy4,phone_fill,10,-17,5,Skyler,Casey,male,low,none,8,0.38705,fill,
950,condition1,male,hippie,1,NA,hippie_girl2,hippie_guy1,premiere_crit,0,-3,none,Taylor,Jamie,female,low,3:00,1,0.6329166666666667,crit,
950,condition1,female,nerd,2,NA,nerd_girl2,nerd_girl1,shopping_crit,0,-4,none,Dakota,Shawn,female,high,1:30,2,0.3782333333333333,crit,
950,condition1,female,hippie,3,NA,hippie_guy2,hippie_girl1,bank_crit,2,-5,none,Devin,Casey,male,high,8:00,3,0.24803333333333333,crit,
950,condition1,male,nerd,4,NA,nerd_guy2,nerd_guy1,airport_crit,0,-4,none,Alex,Riley,male,low,9:30,4,0.21306666666666663,crit,
950,condition1,female,fill,NA,1,filler_guy2,filler_girl1,store_fill,2,-5,5,Ash,Morgan,male,high,none,5,0.23838333333333336,fill,
950,condition1,female,fill,NA,2,filler_guy4,filler_girl4,restaurant_fill,5,-11,15,Jordan,Sam,male,low,none,6,0.16011666666666666,fill,
950,condition1,male,fill,NA,3,filler_guy1,filler_guy3,phone_fill,3,-8,10,Kendall,Skyler,male,low,none,7,0.16183333333333333,fill,
950,condition1,female,fill,NA,4,filler_girl3,filler_girl2,coffee_fill,3,-6,20,Jessie,Quinn,female,high,none,8,0.16386666666666666,fill,
984,condition1,male,fill,NA,1,filler_girl2,filler_guy1,phone_fill,15,-10,10,Jessie,Morgan,female,low,none,1,0.47755,fill,
984,condition1,female,nerd,1,NA,nerd_girl2,nerd_girl1,premiere_crit,10,-10,none,Alex,Jordan,female,low,3:00,2,2.2369,crit,
984,condition1,female,hippie,2,NA,hippie_guy1,hippie_girl2,shopping_crit,10,-10,none,Shawn,Skyler,male,high,9:30,3,0.3072166666666667,crit,
984,condition1,male,nerd,3,NA,nerd_guy2,nerd_guy1,bank_crit,5,-10,none,Quinn,Riley,male,high,8:00,4,0.33321666666666666,crit,
984,condition1,female,fill,NA,2,filler_guy2,filler_girl4,store_fill,11,-10,5,Ash,Casey,male,high,none,5,1.0045,fill,
984,condition1,male,hippie,4,NA,hippie_girl1,hippie_guy2,airport_crit,10,-10,none,Jamie,Taylor,female,low,1:30,6,0.2855666666666667,crit,
984,condition1,female,fill,NA,3,filler_girl1,filler_girl3,restaurant_fill,10,-10,15,Kendall,Devin,female,low,none,7,0.2579,fill,
984,condition1,male,fill,NA,4,filler_guy4,filler_guy3,coffee_fill,11,-16,20,Sam,Dakota,male,high,none,8,1.7981666666666667,fill,
920,condition1,female,hippie,1,NA,hippie_girl2,hippie_girl1,bank_crit,-20,-20,none,Quinn,Jordan,female,high,1:30,1,1.36785,crit,
920,condition1,male,nerd,2,NA,nerd_guy1,nerd_guy2,shopping_crit,19,-18,none,Sam,Riley,male,high,3:00,2,0.4213166666666667,crit,
920,condition1,male,hippie,3,NA,hippie_guy1,hippie_guy2,airport_crit,20,-17,none,Skyler,Taylor,male,low,9:30,3,0.10723333333333332,crit,
920,condition1,female,fill,NA,1,filler_guy2,filler_girl3,store_fill,-15,-16,5,Jamie,Devin,male,high,none,4,0.31283333333333335,fill,
920,condition1,female,fill,NA,2,filler_girl4,filler_girl2,restaurant_fill,17,-19,20,Morgan,Ash,female,low,none,5,0.15428333333333333,fill,
920,condition1,female,nerd,4,NA,nerd_girl1,nerd_girl2,premiere_crit,13,-14,none,Dakota,Alex,female,low,8:00,6,0.13755,crit,
920,condition1,male,fill,NA,3,filler_guy1,filler_guy3,coffee_fill,14,-9,10,Kendall,Casey,male,high,none,7,0.09063333333333332,fill,
920,condition1,male,fill,NA,4,filler_girl1,filler_guy4,phone_fill,12,-14,15,Jessie,Shawn,female,low,none,8,0.14436666666666667,fill,
857,condition1,female,nerd,1,NA,nerd_guy2,nerd_girl1,premiere_crit,0,-6,none,Kendall,Casey,male,low,1:30,1,0.7519166666666667,crit,
857,condition1,female,fill,NA,1,filler_girl3,filler_girl2,coffee_fill,3,-10,20,Dakota,Ash,female,high,none,2,0.4987666666666667,fill,
857,condition1,female,nerd,2,NA,nerd_guy1,nerd_girl2,airport_crit,0,-14,none,Sam,Quinn,male,low,8:00,3,0.38283333333333336,crit,
857,condition1,female,hippie,3,NA,hippie_girl1,hippie_girl2,shopping_crit,0,-14,none,Taylor,Shawn,female,high,3:00,4,0.2855333333333333,crit,
857,condition1,female,fill,NA,2,filler_guy4,filler_girl4,store_fill,0,-6,5,Morgan,Jordan,male,high,none,5,0.31303333333333333,fill,
857,condition1,male,fill,NA,3,filler_guy2,filler_guy3,restaurant_fill,0,-10,10,Devin,Jamie,male,low,none,6,0.20958333333333337,fill,
857,condition1,female,fill,NA,4,filler_guy1,filler_girl1,phone_fill,0,-11,15,Jessie,Riley,male,low,none,7,0.19783333333333333,fill,
857,condition1,male,hippie,4,NA,hippie_guy2,hippie_guy1,bank_crit,0,-5,none,Alex,Skyler,male,high,9:30,8,0.245,crit,
993,condition1,male,hippie,1,NA,hippie_guy1,hippie_guy2,premiere_crit,5,-10,none,Skyler,Ash,male,low,3:00,1,0.5847166666666667,crit,
993,condition1,male,fill,NA,1,filler_guy3,filler_guy4,restaurant_fill,20,-20,20,Jordan,Quinn,male,low,none,2,0.21058333333333337,fill,
993,condition1,female,fill,NA,2,filler_girl4,filler_girl1,phone_fill,10,-11,15,Taylor,Jessie,female,low,none,3,0.1905,fill,
993,condition1,male,nerd,2,NA,nerd_girl1,nerd_guy1,bank_crit,5,-5,none,Riley,Morgan,female,high,9:30,4,0.26363333333333333,crit,
993,condition1,male,fill,NA,3,filler_girl2,filler_guy2,store_fill,5,0,5,Sam,Kendall,female,high,none,5,0.27143333333333336,fill,
993,condition1,male,nerd,3,NA,nerd_girl2,nerd_guy2,airport_crit,5,-10,none,Alex,Shawn,female,low,8:00,6,0.18585,crit,
993,condition1,female,fill,NA,4,filler_guy1,filler_girl3,coffee_fill,15,-10,10,Devin,Casey,male,high,none,7,0.21613333333333337,fill,
993,condition1,female,hippie,4,NA,hippie_girl1,hippie_girl2,shopping_crit,5,-10,none,Dakota,Jamie,female,high,1:30,8,0.24085,crit,
774,condition1,male,nerd,1,NA,nerd_girl1,nerd_guy2,airport_crit,5,-6,none,Riley,Skyler,female,low,1:30,1,0.2908833333333333,crit,
774,condition1,male,fill,NA,1,filler_guy1,filler_guy4,store_fill,5,-20,10,Jordan,Dakota,male,high,none,2,0.1693,fill,
774,condition1,female,nerd,2,NA,nerd_guy1,nerd_girl2,shopping_crit,5,-5,none,Morgan,Quinn,male,high,3:00,3,0.14478333333333335,crit,
774,condition1,female,fill,NA,2,filler_girl4,filler_girl1,coffee_fill,5,-20,15,Casey,Shawn,female,high,none,4,0.11093333333333331,fill,
774,condition1,female,fill,NA,3,filler_guy2,filler_girl3,restaurant_fill,6,-11,5,Kendall,Devin,male,low,none,5,0.15048333333333333,fill,
774,condition1,male,hippie,3,NA,hippie_girl2,hippie_guy2,bank_crit,4,-6,none,Jessie,Jamie,female,high,9:30,6,0.10145,crit,
774,condition1,female,fill,NA,4,filler_guy3,filler_girl2,phone_fill,5,-20,20,Alex,Ash,male,low,none,7,0.14753333333333332,fill,
774,condition1,male,hippie,4,NA,hippie_girl1,hippie_guy1,premiere_crit,5,-6,none,Taylor,Sam,female,low,8:00,8,0.1666,crit,
595,condition1,male,nerd,1,NA,nerd_guy1,nerd_guy2,shopping_crit,0,0,none,Jordan,Sam,male,high,9:30,1,1.102933333333333,crit,
595,condition1,male,fill,NA,1,filler_guy3,filler_guy4,phone_fill,3,3,5,Jamie,Skyler,male,low,none,2,0.30988333333333334,fill,
595,condition1,female,nerd,2,NA,nerd_girl2,nerd_girl1,bank_crit,7,-6,none,Dakota,Riley,female,high,1:30,3,0.2833833333333333,crit,
595,condition1,female,fill,NA,2,filler_girl4,filler_girl3,restaurant_fill,3,-8,10,Jessie,Morgan,female,low,none,4,0.12475,fill,
595,condition1,male,fill,NA,3,filler_guy2,filler_guy1,store_fill,3,-9,15,Kendall,Casey,male,high,none,5,0.24501666666666663,fill,
595,condition1,male,hippie,3,NA,hippie_guy2,hippie_guy1,premiere_crit,0,0,none,Ash,Taylor,male,low,8:00,6,3.77965,crit,
595,condition1,female,hippie,4,NA,hippie_girl2,hippie_girl1,airport_crit,6,5,none,Devin,Quinn,female,low,3:00,7,0.3354,crit,
595,condition1,female,fill,NA,4,filler_girl1,filler_girl2,coffee_fill,-5,-8,20,Alex,Shawn,female,high,none,8,0.16271666666666668,fill,
883,condition1,male,hippie,1,NA,hippie_guy1,hippie_guy2,premiere_crit,10,-15,none,Dakota,Skyler,male,low,3:00,1,0.5786166666666667,crit,
883,condition1,female,fill,NA,1,filler_guy4,filler_girl1,store_fill,10,-10,5,Riley,Sam,male,high,none,2,0.41751666666666665,fill,
883,condition1,female,hippie,2,NA,hippie_girl1,hippie_girl2,shopping_crit,5,-10,none,Devin,Ash,female,high,9:30,3,0.352,crit,
883,condition1,female,nerd,3,NA,nerd_guy2,nerd_girl2,bank_crit,10,-15,none,Shawn,Morgan,male,high,8:00,4,0.2573,crit,
883,condition1,male,fill,NA,2,filler_girl2,filler_guy2,phone_fill,10,-16,15,Casey,Jessie,female,low,none,5,0.20393333333333333,fill,
883,condition1,female,fill,NA,3,filler_guy1,filler_girl4,restaurant_fill,10,-15,10,Kendall,Jordan,male,low,none,6,0.25503333333333333,fill,
883,condition1,male,nerd,4,NA,nerd_girl1,nerd_guy1,airport_crit,5,-11,none,Quinn,Jamie,female,low,1:30,7,0.35183333333333333,crit,
883,condition1,male,fill,NA,4,filler_girl3,filler_guy3,coffee_fill,15,-16,20,Alex,Taylor,female,high,none,8,0.2779333333333333,fill,
933,condition1,male,fill,NA,1,filler_girl4,filler_guy1,restaurant_fill,0,-20,20,Casey,Sam,female,low,none,1,0.4968,fill,
933,condition1,male,fill,NA,2,filler_girl2,filler_guy3,store_fill,0,-16,5,Taylor,Devin,female,high,none,2,0.25266666666666665,fill,
933,condition1,female,hippie,1,NA,hippie_girl1,hippie_girl2,airport_crit,6,-3,none,Shawn,Riley,female,low,3:00,3,0.6463,crit,
933,condition1,female,nerd,2,NA,nerd_girl2,nerd_girl1,shopping_crit,4,-5,none,Jessie,Ash,female,high,1:30,4,0.36866666666666664,crit,
933,condition1,female,fill,NA,3,filler_guy4,filler_girl3,phone_fill,5,-10,10,Kendall,Skyler,male,low,none,5,0.6149333333333333,fill,
933,condition1,male,fill,NA,4,filler_girl1,filler_guy2,coffee_fill,5,-9,15,Jamie,Quinn,female,high,none,6,0.7788333333333334,fill,
933,condition1,male,nerd,3,NA,nerd_guy2,nerd_guy1,premiere_crit,6,-5,none,Morgan,Dakota,male,low,8:00,7,0.4208,crit,
933,condition1,male,hippie,4,NA,hippie_guy1,hippie_guy2,bank_crit,5,-3,none,Jordan,Alex,male,high,9:30,8,0.4932166666666667,crit,
703,condition1,male,hippie,1,NA,hippie_girl1,hippie_guy1,premiere_crit,5,-10,none,Alex,Devin,female,low,3:00,1,0.6738,crit,
703,condition1,female,hippie,2,NA,hippie_guy2,hippie_girl2,bank_crit,0,-5,none,Sam,Jamie,male,high,8:00,2,0.7,crit,
703,condition1,female,fill,NA,1,filler_guy2,filler_girl4,store_fill,11,-10,5,Dakota,Riley,male,high,none,3,0.41015,fill,
703,condition1,female,fill,NA,2,filler_guy3,filler_girl2,phone_fill,5,-15,10,Ash,Kendall,male,low,none,4,0.3242333333333333,fill,
703,condition1,female,nerd,3,NA,nerd_guy2,nerd_girl1,shopping_crit,0,-5,none,Quinn,Taylor,male,high,1:30,5,0.39153333333333334,crit,
703,condition1,male,nerd,4,NA,nerd_girl2,nerd_guy1,airport_crit,5,-10,none,Jordan,Jessie,female,low,9:30,6,0.21043333333333333,crit,
703,condition1,female,fill,NA,3,filler_guy1,filler_girl3,coffee_fill,10,-20,20,Casey,Shawn,male,high,none,7,0.4200333333333333,fill,
703,condition1,female,fill,NA,4,filler_guy4,filler_girl1,restaurant_fill,5,-10,15,Morgan,Skyler,male,low,none,8,0.2164,fill,
665,condition1,male,hippie,1,NA,hippie_guy1,hippie_guy2,bank_crit,3,-3,none,Sam,Casey,male,high,3:00,1,0.39781666666666665,crit,
665,condition1,female,hippie,2,NA,hippie_girl2,hippie_girl1,airport_crit,3,-4,none,Skyler,Taylor,female,low,1:30,2,0.2458,crit,
665,condition1,male,nerd,3,NA,nerd_girl1,nerd_guy1,premiere_crit,3,-4,none,Quinn,Ash,female,low,9:30,3,0.23925,crit,
665,condition1,female,fill,NA,1,filler_guy1,filler_girl4,coffee_fill,10,-11,10,Alex,Jessie,male,high,none,4,0.24913333333333337,fill,
665,condition1,female,fill,NA,2,filler_girl3,filler_girl1,phone_fill,6,-6,5,Jamie,Dakota,female,low,none,5,0.10413333333333331,fill,
665,condition1,female,nerd,4,NA,nerd_guy2,nerd_girl2,shopping_crit,6,-6,none,Jordan,Morgan,male,high,8:00,6,0.2051,crit,
665,condition1,male,fill,NA,3,filler_guy2,filler_guy3,store_fill,13,-13,20,Kendall,Riley,male,high,none,7,0.20746666666666663,fill,
665,condition1,female,fill,NA,4,filler_guy4,filler_girl2,restaurant_fill,11,-10,15,Shawn,Devin,male,low,none,8,0.13096666666666668,fill,
889,condition1,female,hippie,1,NA,hippie_guy2,hippie_girl1,shopping_crit,2,-5,none,Skyler,Shawn,male,high,9:30,1,0.9465333333333332,crit,
889,condition1,female,fill,NA,1,filler_guy4,filler_girl3,phone_fill,8,-15,15,Morgan,Kendall,male,low,none,2,0.5026,fill,
889,condition1,male,hippie,2,NA,hippie_girl2,hippie_guy1,airport_crit,5,-5,none,Jessie,Sam,female,low,3:00,3,0.6076166666666667,crit,
889,condition1,male,nerd,3,NA,nerd_girl2,nerd_guy2,premiere_crit,4,-5,none,Taylor,Quinn,female,low,8:00,4,0.4,crit,
889,condition1,male,nerd,4,NA,nerd_girl1,nerd_guy1,bank_crit,-1,-5,none,Casey,Jamie,female,high,1:30,5,0.53165,crit,
889,condition1,male,fill,NA,2,filler_guy1,filler_guy3,coffee_fill,6,-13,20,Ash,Riley,male,high,none,6,0.36138333333333333,fill,
889,condition1,female,fill,NA,3,filler_girl1,filler_girl4,restaurant_fill,7,-10,10,Devin,Alex,female,low,none,7,0.22123333333333337,fill,
889,condition1,female,fill,NA,4,filler_guy2,filler_girl2,store_fill,4,-6,5,Dakota,Jordan,male,high,none,8,0.31915,fill,
942,condition1,female,hippie,1,NA,hippie_girl2,hippie_girl1,premiere_crit,0,-4,none,Quinn,Jamie,female,low,3:00,1,1.3873166666666668,crit,
942,condition1,male,nerd,2,NA,nerd_guy2,nerd_guy1,airport_crit,0,-2,none,Jordan,Riley,male,low,9:30,2,0.2609,crit,
942,condition1,male,fill,NA,1,filler_guy1,filler_guy3,coffee_fill,0,-20,15,Shawn,Devin,male,high,none,3,0.6025333333333334,fill,
942,condition1,female,nerd,3,NA,nerd_girl2,nerd_girl1,bank_crit,0,0,none,Morgan,Kendall,female,high,1:30,4,0.36533333333333334,crit,
942,condition1,male,fill,NA,2,filler_girl1,filler_guy2,phone_fill,0,-1,5,Dakota,Sam,female,low,none,5,0.24586666666666668,fill,
942,condition1,male,fill,NA,3,filler_girl3,filler_guy4,store_fill,0,-2,20,Taylor,Skyler,female,high,none,6,0.35386666666666666,fill,
942,condition1,female,fill,NA,4,filler_girl4,filler_girl2,restaurant_fill,0,-5,10,Alex,Ash,female,low,none,7,0.20773333333333333,fill,
942,condition1,male,hippie,4,NA,hippie_guy1,hippie_guy2,shopping_crit,0,-5,none,Jessie,Casey,male,high,8:00,8,0.3716,crit,
723,condition1,female,hippie,1,NA,hippie_guy1,hippie_girl1,premiere_crit,0,0,none,Jordan,Jamie,male,low,3:00,1,0.5850166666666666,crit,
723,condition1,female,hippie,2,NA,hippie_guy2,hippie_girl2,shopping_crit,0,0,none,Taylor,Morgan,male,high,8:00,2,0.17515,crit,
723,condition1,female,fill,NA,1,filler_guy3,filler_girl1,restaurant_fill,20,-16,20,Quinn,Jessie,male,low,none,3,0.18811666666666663,fill,
723,condition1,male,nerd,3,NA,nerd_girl2,nerd_guy1,bank_crit,4,-5,none,Shawn,Skyler,female,high,9:30,4,0.11568333333333332,crit,
723,condition1,female,nerd,4,NA,nerd_guy2,nerd_girl1,airport_crit,8,-6,none,Alex,Kendall,male,low,1:30,5,0.10535,crit,
723,condition1,male,fill,NA,2,filler_guy2,filler_guy1,store_fill,5,-8,15,Devin,Ash,male,high,none,6,0.14765,fill,
723,condition1,female,fill,NA,3,filler_guy4,filler_girl2,coffee_fill,5,-9,5,Riley,Dakota,male,high,none,7,0.21043333333333333,fill,
723,condition1,female,fill,NA,4,filler_girl3,filler_girl4,phone_fill,5,-6,10,Casey,Sam,female,low,none,8,0.083,fill,
917,condition1,female,hippie,1,NA,hippie_guy1,hippie_girl1,bank_crit,5,-5,none,Skyler,Devin,male,high,1:30,1,0.9993666666666666,crit,
917,condition1,female,fill,NA,1,filler_guy2,filler_girl2,phone_fill,5,-5,15,Jordan,Quinn,male,low,none,2,0.7548,fill,
917,condition1,male,hippie,2,NA,hippie_girl2,hippie_guy2,shopping_crit,5,-5,none,Sam,Kendall,female,high,9:30,3,0.9262333333333334,crit,
917,condition1,female,fill,NA,2,filler_girl3,filler_girl4,restaurant_fill,8,-8,5,Jessie,Jamie,female,low,none,4,0.4921333333333333,fill,
917,condition1,male,nerd,3,NA,nerd_girl2,nerd_guy1,premiere_crit,5,-5,none,Casey,Taylor,female,low,3:00,5,0.39765,crit,
917,condition1,male,fill,NA,3,filler_girl1,filler_guy3,store_fill,10,-10,20,Alex,Ash,female,high,none,6,0.25965,fill,
917,condition1,male,fill,NA,4,filler_guy4,filler_guy1,coffee_fill,8,-7,10,Shawn,Riley,male,high,none,7,0.2918,fill,
917,condition1,male,nerd,4,NA,nerd_girl1,nerd_guy2,airport_crit,5,-5,none,Morgan,Dakota,female,low,8:00,8,0.27021666666666666,crit,
930,condition1,female,nerd,1,NA,nerd_guy2,nerd_girl2,shopping_crit,4,-5,none,Kendall,Devin,male,high,9:30,1,0.6635333333333333,crit,
930,condition1,female,hippie,2,NA,hippie_girl2,hippie_girl1,bank_crit,5,-5,none,Dakota,Skyler,female,high,3:00,2,0.27203333333333335,crit,
930,condition1,male,nerd,3,NA,nerd_girl1,nerd_guy1,airport_crit,5,-5,none,Alex,Ash,female,low,8:00,3,0.21925,crit,
930,condition1,male,fill,NA,1,filler_girl4,filler_guy1,coffee_fill,10,-11,5,Jessie,Sam,female,high,none,4,0.24148333333333333,fill,
930,condition1,female,fill,NA,2,filler_girl2,filler_girl3,phone_fill,10,-10,20,Morgan,Riley,female,low,none,5,0.18258333333333332,fill,
930,condition1,male,hippie,4,NA,hippie_guy2,hippie_guy1,premiere_crit,10,-10,none,Jordan,Quinn,male,low,1:30,6,0.2773833333333333,crit,
930,condition1,male,fill,NA,3,filler_girl1,filler_guy3,restaurant_fill,15,-15,15,Taylor,Casey,female,low,none,7,0.2003666666666667,fill,
930,condition1,male,fill,NA,4,filler_guy4,filler_guy2,store_fill,10,-10,10,Jamie,Shawn,male,high,none,8,0.15615,fill,
776,condition1,male,nerd,1,NA,nerd_girl2,nerd_guy2,shopping_crit,-2,-10,none,Jessie,Morgan,female,high,1:30,1,16.429916666666667,crit,
776,condition1,male,nerd,2,NA,nerd_girl1,nerd_guy1,premiere_crit,1,0,none,Casey,Sam,female,low,9:30,2,0.27426666666666666,crit,
776,condition1,male,fill,NA,1,filler_girl2,filler_guy4,restaurant_fill,1,0,15,Alex,Jamie,female,low,none,3,0.2853333333333333,fill,
776,condition1,male,fill,NA,2,filler_girl1,filler_guy1,phone_fill,15,0,20,Jordan,Ash,female,low,none,4,0.28746666666666665,fill,
776,condition1,female,fill,NA,3,filler_girl4,filler_girl3,coffee_fill,2,-2,10,Quinn,Kendall,female,high,none,5,0.3268,fill,
776,condition1,male,hippie,3,NA,hippie_guy1,hippie_guy2,airport_crit,2,1,none,Shawn,Taylor,male,low,8:00,6,2.2057333333333333,crit,
776,condition1,male,fill,NA,4,filler_guy2,filler_guy3,store_fill,20,-18,5,Devin,Dakota,male,high,none,7,0.16561666666666666,fill,
776,condition1,female,hippie,4,NA,hippie_girl1,hippie_girl2,bank_crit,13,-6,none,Riley,Skyler,female,high,3:00,8,0.17133333333333334,crit,
594,condition1,male,fill,NA,1,filler_girl2,filler_guy2,restaurant_fill,5,-11,5,Alex,Ash,female,low,none,1,0.41078333333333333,fill,
594,condition1,female,hippie,1,NA,hippie_guy2,hippie_girl1,bank_crit,15,-10,none,Devin,Taylor,male,high,8:00,2,0.39891666666666664,crit,
594,condition1,female,nerd,2,NA,nerd_guy2,nerd_girl1,premiere_crit,16,-10,none,Skyler,Kendall,male,low,3:00,3,0.5103333333333333,crit,
594,condition1,female,fill,NA,2,filler_girl3,filler_girl4,phone_fill,5,-16,20,Riley,Jessie,female,low,none,4,0.3288,fill,
594,condition1,female,fill,NA,3,filler_guy4,filler_girl1,coffee_fill,0,-10,10,Jamie,Dakota,male,high,none,5,0.24193333333333333,fill,
594,condition1,male,fill,NA,4,filler_guy3,filler_guy1,store_fill,7,-17,15,Jordan,Quinn,male,high,none,6,0.21161666666666668,fill,
594,condition1,female,nerd,3,NA,nerd_guy1,nerd_girl2,shopping_crit,2,-5,none,Casey,Morgan,male,high,9:30,7,0.29055,crit,
594,condition1,male,hippie,4,NA,hippie_girl2,hippie_guy1,airport_crit,4,-4,none,Shawn,Sam,female,low,1:30,8,0.14635,crit,
739,condition1,female,fill,NA,1,filler_girl1,filler_girl2,restaurant_fill,0,0,5,Sam,Jamie,female,low,none,1,0.4534666666666667,fill,
739,condition1,female,fill,NA,2,filler_girl4,filler_girl3,phone_fill,0,0,10,Riley,Alex,female,low,none,2,0.20116666666666663,fill,
739,condition1,female,hippie,1,NA,hippie_girl1,hippie_girl2,shopping_crit,0,0,none,Skyler,Dakota,female,high,3:00,3,0.39836666666666665,crit,
739,condition1,male,fill,NA,3,filler_guy1,filler_guy3,store_fill,0,0,15,Morgan,Devin,male,high,none,4,0.21678333333333333,fill,
739,condition1,male,nerd,2,NA,nerd_girl2,nerd_guy1,airport_crit,0,0,none,Kendall,Shawn,female,low,9:30,5,0.2657,crit,
739,condition1,male,hippie,3,NA,hippie_guy2,hippie_guy1,bank_crit,0,0,none,Taylor,Ash,male,high,1:30,6,0.35856666666666664,crit,
739,condition1,male,nerd,4,NA,nerd_girl1,nerd_guy2,premiere_crit,0,0,none,Jordan,Jessie,female,low,8:00,7,0.40013333333333334,crit,
739,condition1,male,fill,NA,4,filler_guy2,filler_guy4,coffee_fill,0,0,20,Casey,Quinn,male,high,none,8,0.3549,fill,
630,condition1,female,hippie,1,NA,hippie_guy1,hippie_girl2,premiere_crit,10,-16,none,Jessie,Dakota,male,low,1:30,1,0.9924333333333332,crit,
630,condition1,male,nerd,2,NA,nerd_girl1,nerd_guy1,shopping_crit,10,-9,none,Alex,Sam,female,high,3:00,2,0.33866666666666667,crit,
630,condition1,male,hippie,3,NA,hippie_girl1,hippie_guy2,bank_crit,10,-9,none,Kendall,Riley,female,high,9:30,3,0.55175,crit,
630,condition1,female,nerd,4,NA,nerd_guy2,nerd_girl2,airport_crit,10,-10,none,Shawn,Devin,male,low,8:00,4,0.284,crit,
630,condition1,male,fill,NA,1,filler_girl3,filler_guy2,restaurant_fill,11,-14,5,Casey,Morgan,female,low,none,5,0.58615,fill,
630,condition1,female,fill,NA,2,filler_girl4,filler_girl2,coffee_fill,10,-15,15,Quinn,Jamie,female,high,none,6,0.44598333333333334,fill,
630,condition1,male,fill,NA,3,filler_girl1,filler_guy1,phone_fill,10,-18,10,Ash,Taylor,female,low,none,7,0.37765,fill,
630,condition1,male,fill,NA,4,filler_guy4,filler_guy3,store_fill,10,-18,20,Skyler,Jordan,male,high,none,8,0.3465666666666667,fill,
998,condition1,male,fill,NA,1,filler_girl1,filler_guy2,restaurant_fill,11,3,15,Quinn,Taylor,female,low,none,1,2.9057,fill,
998,condition1,female,fill,NA,2,filler_guy1,filler_girl3,store_fill,4,-8,5,Dakota,Jamie,male,high,none,2,1.03,fill,
998,condition1,female,hippie,1,NA,hippie_girl2,hippie_girl1,shopping_crit,-5,-13,none,Alex,Devin,female,high,8:00,3,0.4338666666666667,crit,
998,condition1,female,fill,NA,3,filler_girl4,filler_girl2,phone_fill,-6,0,20,Shawn,Skyler,female,low,none,4,0.42773333333333335,fill,
998,condition1,male,fill,NA,4,filler_guy4,filler_guy3,coffee_fill,11,0,10,Riley,Sam,male,high,none,5,0.6585333333333333,fill,
998,condition1,female,nerd,2,NA,nerd_guy2,nerd_girl1,premiere_crit,-3,-10,none,Casey,Jordan,male,low,1:30,6,0.4007833333333333,crit,
998,condition1,male,nerd,3,NA,nerd_girl2,nerd_guy1,bank_crit,-3,-3,none,Jessie,Ash,female,high,3:00,7,0.3608,crit,
998,condition1,male,hippie,4,NA,hippie_guy2,hippie_guy1,airport_crit,-7,-15,none,Kendall,Morgan,male,low,9:30,8,0.4868,crit,
762,condition1,male,fill,NA,1,filler_guy3,filler_guy2,restaurant_fill,0,-20,15,Riley,Alex,male,low,none,1,0.45971666666666666,fill,
