workerid,proliferate.condition,answerer gender,character_type,crit_trial_number,fill_trial_number,image1,image2,item,maximum,minimum,minute,name1,name2,questioner gender,stakes,time,trial_number,trial_time_minutes,trial_type,error
309,condition1,male,fill,NA,3,filler_guy3,filler_guy1,restaurant_fill,8,-9,5,Jamie,Devin,male,low,none,4,0.1738833333333333,fill,
309,condition1,female,nerd,2,NA,nerd_guy2,nerd_girl2,shopping_crit,3,-3,none,Jessie,Dakota,male,high,1:30,5,1.4249,crit,
309,condition1,female,fill,NA,4,filler_girl1,filler_girl4,coffee_fill,8,-8,10,Taylor,Casey,female,high,none,6,0.09488333333333332,fill,
309,condition1,male,hippie,3,NA,hippie_guy2,hippie_guy1,airport_crit,3,-4,none,Sam,Quinn,male,low,9:30,7,0.09908333333333331,crit,
309,condition1,female,hippie,4,NA,hippie_girl1,hippie_girl2,bank_crit,3,-3,none,Kendall,Ash,female,high,3:00,8,0.1351,crit,
387,condition1,female,nerd,1,NA,nerd_girl1,nerd_girl2,shopping_crit,13,12,none,Sam,Jessie,female,high,3:00,1,0.43885,crit,
387,condition1,male,nerd,2,NA,nerd_guy1,nerd_guy2,premiere_crit,9,12,none,Kendall,Jamie,male,low,8:00,2,0.20841666666666667,crit,
387,condition1,female,fill,NA,1,filler_girl2,filler_girl1,store_fill,-4,-10,5,Riley,Casey,female,high,none,3,0.21111666666666667,fill,
387,condition1,female,fill,NA,2,filler_guy2,filler_girl3,coffee_fill,9,4,20,Shawn,Jordan,male,high,none,4,0.12545,fill,
387,condition1,male,fill,NA,3,filler_guy4,filler_guy1,phone_fill,7,6,10,Quinn,Dakota,male,low,none,5,0.14688333333333334,fill,
387,condition1,female,fill,NA,4,filler_guy3,filler_girl4,restaurant_fill,6,5,15,Alex,Taylor,male,low,none,6,0.14218333333333333,fill,
387,condition1,male,hippie,3,NA,hippie_guy2,hippie_guy1,airport_crit,-3,-3,none,Ash,Morgan,male,low,9:30,7,0.10811666666666668,crit,
387,condition1,female,hippie,4,NA,hippie_girl1,hippie_girl2,bank_crit,4,4,none,Skyler,Devin,female,high,1:30,8,0.10223333333333331,crit,
552,condition1,male,hippie,1,NA,hippie_guy2,hippie_guy1,premiere_crit,3,-1,none,Jessie,Quinn,male,low,3:00,1,0.45225,crit,
552,condition1,female,fill,NA,1,filler_girl3,filler_girl4,coffee_fill,4,-1,5,Devin,Ash,female,high,none,2,0.24665,fill,
552,condition1,male,fill,NA,2,filler_guy1,filler_guy4,phone_fill,5,-5,20,Jordan,Riley,male,low,none,3,0.1662,fill,
552,condition1,male,fill,NA,3,filler_guy3,filler_guy2,restaurant_fill,2,-5,10,Dakota,Kendall,male,low,none,4,0.16148333333333334,fill,
552,condition1,female,hippie,2,NA,hippie_girl1,hippie_girl2,bank_crit,3,-3,none,Morgan,Jamie,female,high,8:00,5,0.19693333333333332,crit,
552,condition1,male,nerd,3,NA,nerd_girl1,nerd_guy1,airport_crit,4,-5,none,Shawn,Sam,female,low,1:30,6,0.22491666666666665,crit,
552,condition1,female,fill,NA,4,filler_girl1,filler_girl2,store_fill,1,-5,15,Taylor,Skyler,female,high,none,7,0.37445,fill,
552,condition1,male,nerd,4,NA,nerd_girl2,nerd_guy2,shopping_crit,1,-1,none,Casey,Alex,female,high,9:30,8,0.17216666666666666,crit,
487,condition1,female,nerd,1,NA,nerd_guy2,nerd_girl2,airport_crit,-5,-20,none,Jamie,Shawn,male,low,3:00,1,0.7024833333333333,crit,
487,condition1,female,nerd,2,NA,nerd_guy1,nerd_girl1,shopping_crit,2,-5,none,Skyler,Kendall,male,high,9:30,2,1.0550166666666667,crit,
487,condition1,female,hippie,3,NA,hippie_girl2,hippie_girl1,premiere_crit,4,-5,none,Riley,Sam,female,low,1:30,3,0.35085,crit,
487,condition1,female,fill,NA,1,filler_guy1,filler_girl3,coffee_fill,0,0,15,Devin,Casey,male,high,none,4,0.16718333333333332,fill,
487,condition1,female,fill,NA,2,filler_girl2,filler_girl1,store_fill,0,0,5,Taylor,Jordan,female,high,none,5,0.07396666666666667,fill,
487,condition1,female,fill,NA,3,filler_guy3,filler_girl4,phone_fill,0,0,20,Dakota,Quinn,male,low,none,6,0.058383333333333336,fill,
487,condition1,male,hippie,4,NA,hippie_guy1,hippie_guy2,bank_crit,4,-5,none,Morgan,Alex,male,high,8:00,7,0.12941666666666668,crit,
487,condition1,male,fill,NA,4,filler_guy2,filler_guy4,restaurant_fill,0,0,10,Ash,Jessie,male,low,none,8,0.06633333333333333,fill,
271,condition1,male,fill,NA,1,filler_guy3,filler_guy1,restaurant_fill,7,2,15,Kendall,Jordan,male,low,none,1,0.41605,fill,
271,condition1,female,nerd,1,NA,nerd_guy1,nerd_girl1,bank_crit,5,5,none,Devin,Riley,male,high,8:00,2,0.2745,crit,
271,condition1,male,fill,NA,2,filler_girl1,filler_guy2,coffee_fill,10,9,10,Sam,Alex,female,high,none,3,0.24258333333333337,fill,
271,condition1,female,fill,NA,3,filler_girl4,filler_girl2,phone_fill,0,-6,5,Shawn,Skyler,female,low,none,4,0.16956666666666667,fill,
271,condition1,female,nerd,2,NA,nerd_guy2,nerd_girl2,shopping_crit,0,0,none,Jamie,Morgan,male,high,1:30,5,0.9729666666666666,crit,
271,condition1,female,hippie,3,NA,hippie_guy1,hippie_girl1,airport_crit,0,0,none,Dakota,Jessie,male,low,3:00,6,0.08726666666666667,crit,
271,condition1,female,hippie,4,NA,hippie_guy2,hippie_girl2,premiere_crit,12,-7,none,Taylor,Casey,male,low,9:30,7,0.1265,crit,
271,condition1,male,fill,NA,4,filler_girl3,filler_guy4,store_fill,7,-1,20,Ash,Quinn,female,high,none,8,0.11778333333333334,fill,
521,condition1,male,nerd,1,NA,nerd_girl2,nerd_guy1,premiere_crit,0,-3,none,Quinn,Sam,female,low,3:00,1,0.45253333333333334,crit,
521,condition1,male,hippie,2,NA,hippie_girl1,hippie_guy1,bank_crit,0,-1,none,Skyler,Jessie,female,high,1:30,2,0.2457,crit,
521,condition1,male,fill,NA,1,filler_girl4,filler_guy2,phone_fill,0,-10,10,Jamie,Alex,female,low,none,3,0.23725,fill,
521,condition1,male,fill,NA,2,filler_guy3,filler_guy1,coffee_fill,4,-19,15,Devin,Riley,male,high,none,4,0.25758333333333333,fill,
521,condition1,female,hippie,3,NA,hippie_guy2,hippie_girl2,shopping_crit,0,0,none,Casey,Jordan,male,high,8:00,5,0.14891666666666667,crit,
521,condition1,male,fill,NA,3,filler_girl3,filler_guy4,store_fill,10,-10,20,Morgan,Ash,female,high,none,6,0.18355,fill,
521,condition1,female,fill,NA,4,filler_girl1,filler_girl2,restaurant_fill,12,-17,5,Taylor,Kendall,female,low,none,7,0.1629,fill,
521,condition1,male,nerd,4,NA,nerd_girl1,nerd_guy2,airport_crit,0,-4,none,Shawn,Dakota,female,low,9:30,8,0.12628333333333333,crit,
559,condition1,male,hippie,1,NA,hippie_guy1,hippie_guy2,shopping_crit,5,-5,none,Quinn,Shawn,male,high,9:30,1,0.41105,crit,
559,condition1,male,fill,NA,1,filler_girl2,filler_guy2,restaurant_fill,5,-11,5,Devin,Jordan,female,low,none,2,0.4120333333333333,fill,
559,condition1,male,fill,NA,2,filler_guy4,filler_guy3,coffee_fill,5,-15,10,Sam,Taylor,male,high,none,3,0.35938333333333333,fill,
559,condition1,male,nerd,2,NA,nerd_girl1,nerd_guy2,airport_crit,5,-5,none,Ash,Skyler,female,low,3:00,4,0.18805,crit,
559,condition1,male,fill,NA,3,filler_girl4,filler_guy1,phone_fill,5,-10,15,Morgan,Dakota,female,low,none,5,0.98305,fill,
559,condition1,female,fill,NA,4,filler_girl3,filler_girl1,store_fill,5,-10,20,Kendall,Riley,female,high,none,6,0.6669166666666667,fill,
559,condition1,female,nerd,3,NA,nerd_guy1,nerd_girl2,premiere_crit,5,-5,none,Jessie,Jamie,male,low,8:00,7,0.13758333333333334,crit,
559,condition1,female,hippie,4,NA,hippie_girl2,hippie_girl1,bank_crit,5,-5,none,Alex,Casey,female,high,1:30,8,0.18895,crit,
454,condition1,male,nerd,1,NA,nerd_guy2,nerd_guy1,premiere_crit,5,2,none,Devin,Morgan,male,low,9:30,1,0.64395,crit,
454,condition1,male,fill,NA,1,filler_guy3,filler_guy2,coffee_fill,7,11,10,Alex,Quinn,male,high,none,2,0.5697833333333333,fill,
454,condition1,female,fill,NA,2,filler_guy4,filler_girl3,phone_fill,8,-6,15,Jordan,Jessie,male,low,none,3,0.26776666666666665,fill,
454,condition1,male,hippie,2,NA,hippie_girl1,hippie_guy1,shopping_crit,4,-7,none,Taylor,Riley,female,high,8:00,4,0.5857666666666667,crit,
454,condition1,male,fill,NA,3,filler_girl2,filler_guy1,restaurant_fill,4,-11,5,Jamie,Ash,female,low,none,5,0.24501666666666663,fill,
454,condition1,female,fill,NA,4,filler_girl4,filler_girl1,store_fill,14,6,20,Casey,Skyler,female,high,none,6,0.4938666666666667,fill,
454,condition1,female,hippie,3,NA,hippie_guy2,hippie_girl2,bank_crit,10,3,none,Shawn,Sam,male,high,1:30,7,0.26616666666666666,crit,
454,condition1,female,nerd,4,NA,nerd_girl2,nerd_girl1,airport_crit,6,-3,none,Kendall,Dakota,female,low,3:00,8,0.25166666666666665,crit,
378,condition1,female,hippie,1,NA,hippie_guy2,hippie_girl2,premiere_crit,12,-10,none,Taylor,Sam,male,low,3:00,1,0.9549,crit,
378,condition1,female,fill,NA,1,filler_girl4,filler_girl3,coffee_fill,20,-20,20,Kendall,Morgan,female,high,none,2,0.37465,fill,
378,condition1,female,hippie,2,NA,hippie_guy1,hippie_girl1,bank_crit,0,0,none,Jordan,Dakota,male,high,9:30,3,0.09648333333333334,crit,
378,condition1,male,fill,NA,2,filler_guy4,filler_guy1,store_fill,10,-20,15,Alex,Jessie,male,high,none,4,0.349,fill,
378,condition1,male,nerd,3,NA,nerd_guy1,nerd_guy2,shopping_crit,6,-10,none,Ash,Jamie,male,high,1:30,5,0.39431666666666665,crit,
378,condition1,female,fill,NA,3,filler_girl2,filler_girl1,phone_fill,10,-10,5,Riley,Casey,female,low,none,6,0.27308333333333334,fill,
378,condition1,male,fill,NA,4,filler_guy2,filler_guy3,restaurant_fill,10,-20,10,Skyler,Quinn,male,low,none,7,0.25656666666666667,fill,
378,condition1,female,nerd,4,NA,nerd_girl1,nerd_girl2,airport_crit,7,-14,none,Shawn,Devin,female,low,8:00,8,0.33193333333333336,crit,
535,condition1,female,fill,NA,1,filler_girl1,filler_girl4,restaurant_fill,10,-20,15,Morgan,Jordan,female,low,none,1,0.51445,fill,
535,condition1,male,fill,NA,2,filler_girl3,filler_guy2,coffee_fill,5,-5,5,Jamie,Sam,female,high,none,2,0.25956666666666667,fill,
535,condition1,male,fill,NA,3,filler_girl2,filler_guy4,store_fill,0,-10,20,Riley,Dakota,female,high,none,3,0.33113333333333334,fill,
535,condition1,male,fill,NA,4,filler_guy3,filler_guy1,phone_fill,10,-10,10,Kendall,Taylor,male,low,none,4,0.20395,fill,
535,condition1,male,nerd,1,NA,nerd_girl1,nerd_guy2,premiere_crit,2,-2,none,Ash,Devin,female,low,1:30,5,0.2957,crit,
535,condition1,male,hippie,2,NA,hippie_guy2,hippie_guy1,shopping_crit,2,-5,none,Skyler,Jessie,male,high,8:00,6,0.37051666666666666,crit,
535,condition1,female,nerd,3,NA,nerd_guy1,nerd_girl2,bank_crit,0,-3,none,Quinn,Shawn,male,high,9:30,7,0.2567833333333333,crit,
535,condition1,female,hippie,4,NA,hippie_girl1,hippie_girl2,airport_crit,1,-5,none,Alex,Casey,female,low,3:00,8,0.21425,crit,
480,condition1,female,fill,NA,1,filler_guy2,filler_girl2,coffee_fill,11,-10,15,Devin,Jamie,male,high,none,1,0.8080833333333334,fill,
480,condition1,female,nerd,1,NA,nerd_guy2,nerd_girl1,airport_crit,5,-2,none,Ash,Skyler,male,low,3:00,2,0.35051666666666664,crit,
480,condition1,female,nerd,2,NA,nerd_guy1,nerd_girl2,premiere_crit,5,-5,none,Morgan,Jessie,male,low,8:00,3,0.44388333333333335,crit,
480,condition1,female,fill,NA,2,filler_guy3,filler_girl3,phone_fill,5,-10,20,Quinn,Sam,male,low,none,4,0.20951666666666663,fill,
480,condition1,female,fill,NA,3,filler_guy1,filler_girl4,restaurant_fill,0,-10,5,Riley,Kendall,male,low,none,5,0.17578333333333335,fill,
480,condition1,female,fill,NA,4,filler_guy4,filler_girl1,store_fill,5,-10,10,Dakota,Jordan,male,high,none,6,0.20456666666666667,fill,
480,condition1,female,hippie,3,NA,hippie_girl2,hippie_girl1,bank_crit,0,-1,none,Taylor,Casey,female,high,9:30,7,0.3581166666666667,crit,
480,condition1,male,hippie,4,NA,hippie_guy1,hippie_guy2,shopping_crit,1,-2,none,Shawn,Alex,male,high,1:30,8,0.16536666666666666,crit,
395,condition1,female,fill,NA,1,filler_girl2,filler_girl4,store_fill,20,-10,15,Jordan,Quinn,female,high,none,1,0.9716666666666668,fill,
395,condition1,female,nerd,1,NA,nerd_girl1,nerd_girl2,premiere_crit,0,-5,none,Morgan,Shawn,female,low,1:30,2,0.61775,crit,
395,condition1,male,nerd,2,NA,nerd_guy2,nerd_guy1,shopping_crit,1,-1,none,Skyler,Sam,male,high,8:00,3,0.5014666666666666,crit,
395,condition1,female,hippie,3,NA,hippie_guy1,hippie_girl1,bank_crit,0,-5,none,Devin,Casey,male,high,3:00,4,0.3183,crit,
395,condition1,male,hippie,4,NA,hippie_girl2,hippie_guy2,airport_crit,0,-6,none,Jessie,Jamie,female,low,9:30,5,0.2144,crit,
395,condition1,male,fill,NA,2,filler_girl3,filler_guy1,restaurant_fill,0,-11,10,Ash,Alex,female,low,none,6,0.18001666666666666,fill,
395,condition1,male,fill,NA,3,filler_girl1,filler_guy2,coffee_fill,0,-5,5,Taylor,Riley,female,high,none,7,0.19833333333333333,fill,
395,condition1,male,fill,NA,4,filler_guy3,filler_guy4,phone_fill,20,-9,20,Kendall,Dakota,male,low,none,8,0.1376,fill,
230,condition1,female,fill,NA,1,filler_guy2,filler_girl1,coffee_fill,-1,0,5,Jessie,Morgan,male,high,none,1,0.7149333333333333,fill,
230,condition1,male,hippie,1,NA,hippie_guy2,hippie_guy1,shopping_crit,1,-1,none,Skyler,Dakota,male,high,9:30,2,2.9298333333333333,crit,
230,condition1,female,hippie,2,NA,hippie_girl1,hippie_girl2,premiere_crit,1,-1,none,Quinn,Ash,female,low,1:30,3,4.356483333333333,crit,
230,condition1,female,fill,NA,2,filler_guy3,filler_girl4,restaurant_fill,-2,-2,20,Jordan,Taylor,male,low,none,4,0.24091666666666667,fill,
230,condition1,male,fill,NA,3,filler_guy1,filler_guy4,store_fill,-1,-1,15,Riley,Devin,male,high,none,5,1.3015333333333334,fill,
230,condition1,male,nerd,3,NA,nerd_guy1,nerd_guy2,airport_crit,1,1,none,Sam,Casey,male,low,8:00,6,1.099883333333333,crit,
230,condition1,female,nerd,4,NA,nerd_girl2,nerd_girl1,bank_crit,1,1,none,Kendall,Alex,female,high,3:00,7,0.37375,crit,
230,condition1,female,fill,NA,4,filler_girl2,filler_girl3,phone_fill,1,1,10,Shawn,Jamie,female,low,none,8,0.18211666666666668,fill,
352,condition1,female,nerd,1,NA,nerd_guy2,nerd_girl2,bank_crit,5,-4,none,Casey,Sam,male,high,3:00,1,0.4381833333333333,crit,
352,condition1,male,fill,NA,1,filler_girl4,filler_guy1,store_fill,10,-11,5,Skyler,Dakota,female,high,none,2,0.25805,fill,
352,condition1,male,fill,NA,2,filler_girl3,filler_guy4,restaurant_fill,10,-16,20,Morgan,Ash,female,low,none,3,0.2499,fill,
352,condition1,male,fill,NA,3,filler_girl2,filler_guy2,phone_fill,8,-7,15,Quinn,Shawn,female,low,none,4,0.2502666666666667,fill,
352,condition1,female,hippie,2,NA,hippie_guy2,hippie_girl1,airport_crit,3,-5,none,Jamie,Riley,male,low,1:30,5,0.19271666666666668,crit,
352,condition1,male,fill,NA,4,filler_girl1,filler_guy3,coffee_fill,10,-10,10,Devin,Jordan,female,high,none,6,0.2258,fill,
352,condition1,male,hippie,3,NA,hippie_girl2,hippie_guy1,shopping_crit,5,-5,none,Taylor,Kendall,female,high,8:00,7,0.21153333333333332,crit,
352,condition1,female,nerd,4,NA,nerd_guy1,nerd_girl1,premiere_crit,5,-8,none,Jessie,Alex,male,low,9:30,8,0.1717,crit,
570,condition1,male,hippie,1,NA,hippie_guy2,hippie_guy1,shopping_crit,5,-10,none,Dakota,Riley,male,high,3:00,1,0.7288666666666667,crit,
570,condition1,male,fill,NA,1,filler_girl4,filler_guy1,coffee_fill,20,-20,20,Quinn,Ash,female,high,none,2,0.36933333333333335,fill,
570,condition1,male,fill,NA,2,filler_guy4,filler_guy2,phone_fill,20,-20,10,Kendall,Alex,male,low,none,3,0.2978,fill,
570,condition1,female,fill,NA,3,filler_girl2,filler_girl3,restaurant_fill,20,-20,15,Casey,Jamie,female,low,none,4,0.1512166666666667,fill,
570,condition1,male,nerd,2,NA,nerd_guy1,nerd_guy2,airport_crit,5,-5,none,Jessie,Devin,male,low,1:30,5,0.23766666666666664,crit,
570,condition1,female,nerd,3,NA,nerd_girl2,nerd_girl1,bank_crit,5,-10,none,Jordan,Shawn,female,high,8:00,6,0.38948333333333335,crit,
570,condition1,female,fill,NA,4,filler_guy3,filler_girl1,store_fill,20,-15,5,Skyler,Sam,male,high,none,7,0.24591666666666667,fill,
570,condition1,female,hippie,4,NA,hippie_girl1,hippie_girl2,premiere_crit,11,-10,none,Morgan,Taylor,female,low,9:30,8,0.24186666666666667,crit,
171,condition1,female,fill,NA,1,filler_girl4,filler_girl3,restaurant_fill,0,0,15,Skyler,Riley,female,low,none,1,1.3082166666666666,fill,
171,condition1,female,fill,NA,2,filler_guy4,filler_girl2,store_fill,0,0,5,Devin,Quinn,male,high,none,2,0.768,fill,
171,condition1,male,fill,NA,3,filler_guy3,filler_guy2,coffee_fill,0,0,10,Casey,Sam,male,high,none,3,0.54625,fill,
171,condition1,male,hippie,1,NA,hippie_girl2,hippie_guy2,bank_crit,0,-5,none,Ash,Taylor,female,high,1:30,4,0.72985,crit,
171,condition1,female,nerd,2,NA,nerd_girl1,nerd_girl2,airport_crit,0,-5,none,Jamie,Morgan,female,low,9:30,5,0.5071833333333333,crit,
171,condition1,male,nerd,3,NA,nerd_guy2,nerd_guy1,premiere_crit,0,-10,none,Jessie,Shawn,male,low,3:00,6,0.7997333333333333,crit,
171,condition1,female,fill,NA,4,filler_guy1,filler_girl1,phone_fill,0,-10,20,Alex,Jordan,male,low,none,7,1.2241333333333333,fill,
171,condition1,male,hippie,4,NA,hippie_girl1,hippie_guy1,shopping_crit,0,-5,none,Kendall,Dakota,female,high,8:00,8,0.8135833333333333,crit,
390,condition1,female,fill,NA,1,filler_guy4,filler_girl2,phone_fill,10,-15,20,Shawn,Jamie,male,low,none,1,0.3340666666666667,fill,
390,condition1,female,hippie,1,NA,hippie_girl1,hippie_girl2,bank_crit,5,-8,none,Jordan,Taylor,female,high,1:30,2,0.24638333333333337,crit,
390,condition1,male,hippie,2,NA,hippie_guy1,hippie_guy2,premiere_crit,5,-8,none,Jessie,Skyler,male,low,8:00,3,0.25065,crit,
390,condition1,female,fill,NA,2,filler_guy3,filler_girl4,restaurant_fill,10,-8,5,Riley,Dakota,male,low,none,4,0.2263166666666667,fill,
390,condition1,male,nerd,3,NA,nerd_guy2,nerd_guy1,airport_crit,3,-5,none,Casey,Morgan,male,low,9:30,5,0.17553333333333335,crit,
390,condition1,male,fill,NA,3,filler_girl1,filler_guy2,coffee_fill,10,-13,10,Devin,Kendall,female,high,none,6,0.3470666666666667,fill,
390,condition1,female,fill,NA,4,filler_guy1,filler_girl3,store_fill,10,-10,15,Quinn,Sam,male,high,none,7,0.20568333333333333,fill,
390,condition1,female,nerd,4,NA,nerd_girl1,nerd_girl2,shopping_crit,5,-8,none,Alex,Ash,female,high,3:00,8,0.2109,crit,
564,condition1,male,hippie,1,NA,hippie_girl2,hippie_guy2,bank_crit,0,-5,none,Jordan,Skyler,female,high,3:00,1,0.5624166666666667,crit,
564,condition1,male,fill,NA,1,filler_girl1,filler_guy4,phone_fill,10,0,5,Sam,Jamie,female,low,none,2,0.34696666666666665,fill,
564,condition1,male,fill,NA,2,filler_girl2,filler_guy3,store_fill,20,-9,10,Quinn,Kendall,female,high,none,3,0.3038166666666667,fill,
564,condition1,female,hippie,2,NA,hippie_guy1,hippie_girl1,airport_crit,5,-5,none,Alex,Shawn,male,low,1:30,4,0.22316666666666668,crit,
564,condition1,female,fill,NA,3,filler_girl4,filler_girl3,restaurant_fill,10,-10,15,Ash,Riley,female,low,none,5,0.2114333333333333,fill,
564,condition1,male,fill,NA,4,filler_guy1,filler_guy2,coffee_fill,20,-10,20,Devin,Dakota,male,high,none,6,0.23593333333333333,fill,
564,condition1,male,nerd,3,NA,nerd_guy2,nerd_guy1,shopping_crit,0,-5,none,Morgan,Taylor,male,high,9:30,7,0.529,crit,
564,condition1,female,nerd,4,NA,nerd_girl2,nerd_girl1,premiere_crit,5,-5,none,Casey,Jessie,female,low,8:00,8,0.17961666666666667,crit,
366,condition1,male,fill,NA,1,filler_guy4,filler_guy2,store_fill,11,-10,5,Casey,Alex,male,high,none,1,1.0145,fill,
366,condition1,female,fill,NA,2,filler_guy3,filler_girl1,phone_fill,15,-15,10,Skyler,Riley,male,low,none,2,2.2683833333333334,fill,
366,condition1,female,hippie,1,NA,hippie_guy1,hippie_girl1,shopping_crit,2,-5,none,Devin,Quinn,male,high,1:30,3,0.2348,crit,
366,condition1,male,hippie,2,NA,hippie_girl2,hippie_guy2,airport_crit,2,-5,none,Taylor,Jordan,female,low,8:00,4,0.20506666666666667,crit,
366,condition1,female,nerd,3,NA,nerd_guy2,nerd_girl1,premiere_crit,2,-5,none,Jessie,Shawn,male,low,9:30,5,0.28453333333333336,crit,
366,condition1,female,fill,NA,3,filler_girl2,filler_girl4,restaurant_fill,15,-15,20,Morgan,Jamie,female,low,none,6,0.5741166666666667,fill,
366,condition1,male,fill,NA,4,filler_girl3,filler_guy1,coffee_fill,15,-15,15,Dakota,Sam,female,high,none,7,0.3838666666666667,fill,
366,condition1,male,nerd,4,NA,nerd_girl2,nerd_guy1,bank_crit,2,-5,none,Ash,Kendall,female,high,3:00,8,0.17733333333333334,crit,
525,condition1,male,fill,NA,1,filler_guy2,filler_guy4,restaurant_fill,15,-14,15,Dakota,Devin,male,low,none,1,0.5321166666666667,fill,
525,condition1,male,nerd,1,NA,nerd_girl1,nerd_guy2,premiere_crit,5,-5,none,Riley,Jordan,female,low,1:30,2,0.25506666666666666,crit,
525,condition1,male,hippie,2,NA,hippie_girl2,hippie_guy1,bank_crit,5,-5,none,Kendall,Shawn,female,high,9:30,3,0.17426666666666665,crit,
525,condition1,male,hippie,3,NA,hippie_girl1,hippie_guy2,airport_crit,5,-4,none,Sam,Morgan,female,low,3:00,4,0.26026666666666665,crit,
525,condition1,male,nerd,4,NA,nerd_girl2,nerd_guy1,shopping_crit,6,-5,none,Jamie,Skyler,female,high,8:00,5,0.1164,crit,
525,condition1,male,fill,NA,2,filler_girl1,filler_guy1,phone_fill,14,-18,20,Casey,Jessie,female,low,none,6,0.12186666666666666,fill,
525,condition1,male,fill,NA,3,filler_girl3,filler_guy3,store_fill,11,-9,5,Ash,Quinn,female,high,none,7,0.1524,fill,
525,condition1,female,fill,NA,4,filler_girl2,filler_girl4,coffee_fill,14,-9,10,Taylor,Alex,female,high,none,8,0.18813333333333335,fill,
437,condition1,male,nerd,1,NA,nerd_guy2,nerd_guy1,premiere_crit,2,-5,none,Skyler,Kendall,male,low,1:30,1,0.3387,crit,
437,condition1,female,fill,NA,1,filler_guy3,filler_girl3,coffee_fill,8,-7,5,Jamie,Shawn,male,high,none,2,0.14793333333333333,fill,
437,condition1,female,fill,NA,2,filler_guy1,filler_girl4,restaurant_fill,11,-4,10,Alex,Jessie,male,low,none,3,0.53565,fill,
437,condition1,male,fill,NA,3,filler_girl1,filler_guy2,store_fill,10,-16,20,Quinn,Ash,female,high,none,4,0.14746666666666666,fill,
437,condition1,male,hippie,2,NA,hippie_girl2,hippie_guy2,shopping_crit,5,-6,none,Taylor,Jordan,female,high,8:00,5,1.4085666666666667,crit,
437,condition1,female,nerd,3,NA,nerd_girl2,nerd_girl1,bank_crit,5,-9,none,Devin,Casey,female,high,3:00,6,0.71165,crit,
437,condition1,female,fill,NA,4,filler_guy4,filler_girl2,phone_fill,6,-11,15,Dakota,Sam,male,low,none,7,0.14381666666666668,fill,
437,condition1,male,hippie,4,NA,hippie_girl1,hippie_guy1,airport_crit,5,-5,none,Morgan,Riley,female,low,9:30,8,0.2608333333333333,crit,
476,condition1,male,hippie,1,NA,hippie_girl2,hippie_guy1,premiere_crit,-1,-5,none,Skyler,Riley,female,low,9:30,1,0.5041833333333333,crit,
476,condition1,male,nerd,2,NA,nerd_girl1,nerd_guy1,shopping_crit,-1,-10,none,Casey,Taylor,female,high,8:00,2,2.4665666666666666,crit,
476,condition1,male,hippie,3,NA,hippie_girl1,hippie_guy2,airport_crit,-2,-8,none,Ash,Alex,female,low,1:30,3,1.766,crit,
476,condition1,male,fill,NA,1,filler_guy4,filler_guy2,coffee_fill,12,-13,15,Morgan,Shawn,male,high,none,4,0.28015,fill,
476,condition1,male,fill,NA,2,filler_girl4,filler_guy3,restaurant_fill,20,-20,20,Jessie,Jordan,female,low,none,5,0.12081666666666668,fill,
476,condition1,female,nerd,4,NA,nerd_guy2,nerd_girl2,bank_crit,4,-7,none,Dakota,Kendall,male,high,3:00,6,0.18926666666666667,crit,
476,condition1,male,fill,NA,3,filler_girl3,filler_guy1,store_fill,17,4,5,Quinn,Jamie,female,high,none,7,1.0815666666666666,fill,
476,condition1,female,fill,NA,4,filler_girl2,filler_girl1,phone_fill,12,-4,10,Sam,Devin,female,low,none,8,0.0993,fill,
428,condition1,female,fill,NA,1,filler_girl4,filler_girl2,restaurant_fill,0,-20,15,Jessie,Taylor,female,low,none,1,0.24128333333333332,fill,
428,condition1,female,nerd,1,NA,nerd_guy1,nerd_girl1,shopping_crit,-20,-20,none,Jamie,Quinn,male,high,1:30,2,0.25645,crit,
428,condition1,male,fill,NA,2,filler_guy1,filler_guy2,store_fill,0,-20,10,Alex,Jordan,male,high,none,3,0.29886666666666667,fill,
428,condition1,male,hippie,2,NA,hippie_girl1,hippie_guy2,bank_crit,0,0,none,Riley,Morgan,female,high,3:00,4,0.2623,crit,
428,condition1,female,hippie,3,NA,hippie_guy1,hippie_girl2,premiere_crit,7,0,none,Ash,Kendall,male,low,8:00,5,0.11358333333333331,crit,
428,condition1,female,fill,NA,3,filler_girl1,filler_girl3,coffee_fill,8,-16,5,Casey,Devin,female,high,none,6,0.09543333333333331,fill,
428,condition1,male,nerd,4,NA,nerd_girl2,nerd_guy2,airport_crit,7,-15,none,Sam,Skyler,female,low,9:30,7,0.09376666666666666,crit,
428,condition1,male,fill,NA,4,filler_guy4,filler_guy3,phone_fill,0,-7,20,Dakota,Shawn,male,low,none,8,0.12341666666666666,fill,
562,condition1,female,fill,NA,1,filler_guy4,filler_girl1,store_fill,11,-18,20,Alex,Morgan,male,high,none,1,0.4752666666666666,fill,
562,condition1,female,fill,NA,2,filler_girl2,filler_girl3,restaurant_fill,11,-5,5,Jordan,Quinn,female,low,none,2,0.26426666666666665,fill,
562,condition1,female,hippie,1,NA,hippie_girl2,hippie_girl1,premiere_crit,4,-3,none,Casey,Shawn,female,low,3:00,3,1.7336,crit,
562,condition1,male,hippie,2,NA,hippie_guy1,hippie_guy2,bank_crit,4,-3,none,Jamie,Devin,male,high,9:30,4,0.2544,crit,
